business_id,name,address,hours,is_open,categories,city,state,postal_code,review_count,stars
tZnSodhPwNr4bzrwJ1CSbw,Southern Accent Restaurant,595 Markham Street,"{'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-1:0'}",0,"Cajun/Creole, Southern, Restaurants",Toronto,ON,M6G 2L7,146,4
_c3ixq9jYKxhLUB0czi0ug,Original Hamburger Works,2801 N 15th Ave,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,"Bars, Sports Bars, Dive Bars, Burgers, Nightlife, Sandwiches, Restaurants",Phoenix,AZ,85007,277,4
bBUMib8l6Me1ZB1_Qkezkg,Mysore Indian Cuisine,4216 Saint-Laurent Boul,,1,"Restaurants, Pakistani, Indian, Middle Eastern",Montréal,QC,H2W 1Z3,19,3.5
o_zDURWzgt5yM5HW_xGJsg,North Haven Barber Shop,4404 14 Street NW,"{'Monday': '9:30-18:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-18:0'}",1,"Beauty & Spas, Barbers",Calgary,AB,T2K,3,4.5
IbTDLI02Sq50C7B-EWK1sg,Safeway Food & Drug,1200 37 St SW,,1,"Delis, Restaurants, Sandwiches",Calgary,AB,T3C 1S2,4,2.5
r89Re4FNgVWHgBfjCVZyVw,Harlow,438 Place Jacques Cartier,"{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-3:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-23:0'}",0,"Nightlife, Bars, American (Traditional), Tapas/Small Plates, Poutineries, Supper Clubs, Restaurants, Tapas Bars",Montréal,QC,H2Y 3B3,12,3.5
hTzcHtk4-0QJnFUbkKpd5Q,Citi Trends,703 N Rancho Dr,,1,"Shopping, Fashion, Department Stores",Las Vegas,NV,89106,4,4
UwIpS9UKsPiKAv1fiEYhqg,Nevada Title And Payday Loans,1549 N Rancho Dr,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-16:0', 'Sunday': '8:0-17:0'}",1,"Financial Services, Check Cashing/Pay-day Loans, Title Loans",Las Vegas,NV,89106,4,1
vJIuDBdu01vCA8y1fwR1OQ,CakesbyToi,"3940 Martin Luther King Blvd, Ste 101","{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-17:0'}",0,"American (Traditional), Food, Bakeries, Restaurants",Las Vegas,NV,89106,3,1.5
YZCHr68c5aEVHz0bkq9K2g,Park Stone Pavers,,,1,"Home Services, Masonry/Concrete, Professional Services, Contractors",Las Vegas,NV,89031,20,5
gJ5xSt6147gkcZ9Es0WxlA,Rally's Hamburgers,3040 Carnegie Ave,,1,"Fast Food, Burgers, Restaurants",Cleveland,OH,44115,5,3
3ByGQOVgds2YEu6kzl-XEQ,Rib Shop,4131 N 83rd Ave,,1,"Nightlife, Bars, American (Traditional), Sports Bars, Restaurants",Phoenix,AZ,85033,3,2.5
5J3b7j3Fzo9ISjChmoUoUA,Mabel's Bakery,746 Street Clair Avenue W,"{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-18:0'}",1,"Food, Bakeries, Coffee & Tea",Toronto,ON,M6C 1B5,23,4
CeuTRtwsq6w5rztGOyNMPg,Salsitas,7745 W Thomas Rd,,1,"Mexican, Restaurants",Phoenix,AZ,85033,14,2.5
gsoSAb9t7Ar7Ww6O_3GuOg,Los Toros Numero 2,1204 Bear Ln,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",0,"Mexican, Restaurants",Monticello,IL,61856,6,3.5
guRyrKMBDkcHExGzwxSfvg,"ADT Security Services, Inc.",,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,"Home Services, Home Automation, Security Systems",Phoenix,AZ,85001,4,1
PMDlKLd0Mxj0ngCpuUmE5Q,The Coffee Mill Restaurant,99 Yorkville Avenue,,0,"Restaurants, Food, Canadian (New), Coffee & Tea",Toronto,ON,M5R 3K5,25,3.5
65DAbjsiws2_T600pNpWFQ,Laurier Optical,1-905 Britannia Road West,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}",1,"Optometrists, Shopping, Eyewear & Opticians, Health & Medical",Mississauga,ON,L5V 2X8,3,1
6YC6CsXRrmPv_iwfvc9onA,Teresas Pizzeria,9525 State Rt 14,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '15:0-21:0'}",1,"Pizza, Restaurants",Streetsboro,OH,44241,11,3
42uRhhQDzbtKrUYoBPXS8A,Chicken Lips,"5508 County Rd N, Ste 3","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",1,"Nightlife, Restaurants, Bars, Chicken Wings, American (Traditional)",Sun Prairie,WI,53590,102,4.5
B_mz59xi-Q3zCIiXsnBM_A,Schonheit Gardens,3008 County Hwy T,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,"Shopping, Gardeners, Home Services, Nurseries & Gardening, Landscaping, Home & Garden, Landscape Architects",Sun Prairie,WI,53590,3,3.5
kgffcoxT6BQp-gJ-UQ7Czw,Subway,2255 N Rampart Blvd,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",1,"Fast Food, Restaurants, Sandwiches",Las Vegas,NV,89128,13,2.5
0jtRI7hVMpQHpUVtUy4ITw,Omelet House Summerlin,2227 N Rampart Blvd,"{'Monday': '7:0-14:30', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-14:30', 'Sunday': '7:0-14:30'}",1,"Beer, Wine & Spirits, Italian, Food, American (Traditional), Breakfast & Brunch, Restaurants",Las Vegas,NV,89128,242,4
pbluh-ZZi_i8XlprfWB1nQ,Pamper Me Perfect Beauty & Wellness,"28325 N Tatum Blvd, Ste 5","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0'}",1,"Health & Medical, Hair Salons, Skin Care, Hair Extensions, Medical Spas, Cryotherapy, Beauty & Spas",Cave Creek,AZ,85331,12,4.5
UeyHx5LMFjjI4d-NTYkX9Q,Crossroads Country Cafe',15916 W High St,"{'Monday': '5:30-14:0', 'Tuesday': '5:30-14:0', 'Wednesday': '5:30-14:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '7:0-14:0'}",1,"Restaurants, Cafes",Middlefield,OH,44062,3,2.5
WbcAPa3frXsIomKLn2oVDw,Strickland's Ice Cream,2930 Medina Rd,,0,"Ice Cream & Frozen Yogurt, Food",Medina,OH,44256,3,3.5
qHF2s8U2yzPLgIOGH_IMBw,John John's Seafood,15828 Euclid Ave,"{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-0:0'}",1,"Seafood, Restaurants",Cleveland,OH,44112,3,4.5
iTZDPTc36guXhNhoK-jwmw,Wellsprings of Gilbert,3319 S Mercy Rd,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,"Health & Medical, Physical Therapy, Retirement Homes",Gilbert,AZ,85297,4,5
AcGRSWCpb7YB95MTsHlGEw,Little Caesars Pizza,4145 N 83Rd,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",1,"Pizza, Fast Food, Restaurants",Phoenix,AZ,85033,4,2
Zkesf4VRamyOBswJA4_ZhQ,Audio Express,"2929 North 75th Ave, Suite 26","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '12:0-17:0'}",1,"Automotive, Auto Customization, Shopping, Auto Security, Car Stereo Installation, Electronics",Phoenix,AZ,85033,29,3.5
7A6mfqSfG3AG3WZcr45m-Q,Dunkin Donuts,145 Mcmurray Rd,"{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}",1,"Coffee & Tea, Food, Breakfast & Brunch, Restaurants, Donuts",Upper St Clair,PA,15241,5,2
3pcHGNI8WHv44fcvgkLrMg,Art Bathe,"100 Steelcase Rd E, Unit 101","{'Monday': '9:30-18:30', 'Tuesday': '9:30-18:30', 'Wednesday': '9:30-18:30', 'Thursday': '9:30-18:30', 'Friday': '9:30-18:30'}",1,"Home Services, Shopping, Home & Garden, Kitchen & Bath, Interior Design",Markham,ON,L3R 1E9,4,2
zHwXoh40k86P0aiN1aix9Q,Super 8 by Wyndham Toronto East ON,3280 Kingston Road,,1,"Hotels, Hotels & Travel, Event Planning & Services",Toronto,ON,M1M 1P8,3,2
0i6GlR5YTCMlwthjqw6ZTQ,Cinthya's Beauty Salon,"2101 S Decatur Blvd, Ste 11","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-14:0'}",1,"Hair Salons, Beauty & Spas",Las Vegas,NV,89102,16,4.5
oSS0p8TeF9BTTD7QWtO6gg,Aria Remodeling,"3111 S Valley View Blvd, Unit B120","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0'}",1,"Flooring, Cabinetry, Refinishing Services, Home Services, Masonry/Concrete, Tiling, Plumbing, Contractors",Las Vegas,NV,89102,3,5
2C8x0RxmqvCOmhvXce4-HA,Kim Phat Inc,3733 Jarry Rue E,,1,"Grocery, Food",Montréal,QC,H1Z 2G1,5,4
cKRMmytHxaSt8F0SMEzKqg,Manuel's Mexican Restaurant & Cantina - Bell Rd,1111 W Bell Rd,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-23:0'}",1,"Event Planning & Services, Soup, Salad, Mexican, Caterers, Restaurants",Phoenix,AZ,85023,230,3.5
uwF2y-QHF9LgSagxxluWaw,GoodLife Fitness,"880 16 Avenue SW, Unit 200","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,"Active Life, Trainers, Gyms, Sports Clubs, Fitness & Instruction",Calgary,AB,T2R 0S9,6,2.5
5vpMTDaAkpu9PBW1psG_RA,E R Automotive,547 California Ave,,1,"Auto Repair, Automotive",Avalon,PA,15202,4,5
DR30lzIHVTF6xhyMI-3IlQ,Not Just Antiques Mart,1422 Western Ave,"{'Monday': '10:0-17:0', 'Tuesday': '10:30-17:30', 'Wednesday': '10:30-17:30', 'Thursday': '10:30-17:30', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}",1,"Thrift Stores, Shopping, Used, Vintage & Consignment, Antiques, Fashion, Auction Houses",Las Vegas,NV,89102,17,3.5
wv9KN5x8L2qzKFq_6Hzf9g,Legislative Assembly of Ontario,1 Queens Park Crescent E,,1,"Public Services & Government, Landmarks & Historical Buildings",Toronto,ON,M5S,3,4.5
VVtPNiqwtR_Os7J51mANGQ,JAM Scooter Rental Of Las Vegas,3105 Westwood Dr,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,"Motorcycle Rental, Active Life, Motorcycle Dealers, Scooter Rentals, Automotive, Scooter Tours, Bike Rentals, Car Rental, Tours, Hotels & Travel, Truck Rental, ATV Rentals/Tours",Las Vegas,NV,89109,28,5
Be7Mwq06nf1eNLblo1ekow,La Rosa Chilena,788 Wilson Avenue,,1,"Bakeries, Food, Latin American, Restaurants, Sandwiches",North York,ON,M3K 1E2,5,2.5
yDN-NuZXVSQxV4LXgL2AlQ,Jia Jia International Moving,"150 Telson Road, Unit B","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}",1,"Movers, Home Services",Markham,ON,L3R 1E5,10,4
FIxb1ehBrjCxp6PWB45dEA,Brett's Plumbing,215 E Patty Ln,,1,"Plumbing, Home Services",Monroeville,PA,15146,3,5
Uqf2TRU3mSTKDq5jg5R8Iw,Crossfit Revitalize,"1750 Steeles Avenue W, Unit 8B","{'Monday': '18:0-20:30', 'Tuesday': '18:30-20:30', 'Wednesday': '18:0-20:30', 'Thursday': '18:30-20:30', 'Friday': '18:0-20:30', 'Saturday': '11:0-15:0'}",1,"Fitness & Instruction, Gyms, Trainers, Active Life",Concord,ON,L4K 2L7,4,5
AYL_y8ahquUW0o-cvIyLbg,Junior's Pizzeria,2908 Oak Lake Blvd,,1,"Restaurants, Pizza",Charlotte,NC,28208,85,3.5
syCI-5YJ8VJhFzHlzfpP0g,Shower Solutions,,,1,"Home Services, Contractors",Las Vegas,NV,89131,3,2
Aws6VX-PDsZoCw9oHpBMCg,Subway,2812 W Sugar Creek Rd,"{'Monday': '7:0-21:30', 'Tuesday': '7:0-21:30', 'Wednesday': '7:0-21:30', 'Thursday': '7:0-21:30', 'Friday': '7:0-21:30', 'Saturday': '7:0-21:30', 'Sunday': '9:0-21:0'}",1,"Fast Food, Restaurants, Sandwiches, Food",Charlotte,NC,28262,3,2
rmGQGPpk1XZFTkz-4IGHCw,Baby Bundle 3d/4d Ultrasound,"1913 J N Pease Pl, Ste 104","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-13:0'}",1,"Health & Medical, Diagnostic Imaging, Diagnostic Services, Arts & Entertainment",Charlotte,NC,28262,3,4
JJEx5wIqs9iGGATOagE8Sg,Baja Fresh Mexican Grill,7930 W Tropical Pkwy,,0,"Mexican, Restaurants",Las Vegas,NV,89149,4,2
Go1avDDg--JjbdI2aRJQog,Red Crowns Pub,20-523 Woodpark Boulevard SW,,1,"Pubs, Nightlife, Bars",Calgary,AB,T2W 4J3,9,3
tKjW_YEP-vcuEwJ5di2HBA,KD Nails,"9550 W Van Buren, Ste 19","{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",1,"Waxing, Nail Salons, Eyelash Service, Beauty & Spas, Hair Removal",Tolleson,AZ,85353,22,4.5
NzhRebtw2AIxXkVO_BrOOQ,Family Dentistry at CIC,1525 W Wt Harris Blvd,,1,"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry",Charlotte,NC,28262,4,2
JbIi9WCtidvqdTt8l2KMQg,Chevron Pitstop,10473 Dean Martin Dr,,1,"Gas Stations, Car Wash, Automotive",Las Vegas,NV,89141,17,4
V2OhrW7RDCQwSdDeILOTgA,Gold Pawn Brokers,1444 E Main St,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '0:0-4:0'}",1,"Shopping, Pawn Shops, Jewelry",Mesa,AZ,85203,3,5
UmZnFzo-NK2daxkl3_Rieg,Philip Pelusi,"531 Clairton Blvd, Unit 7","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-18:0'}",1,"Hair Salons, Beauty & Spas",Pittsburgh,PA,15236,5,4.5
3JhKtHSmvwzGBysraUVMDg,FedEx Office Print & Ship Center,1720 Washington Rd,"{'Monday': '7:0-22:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-20:0', 'Sunday': '10:0-20:0'}",1,"Professional Services, Local Services, Shipping Centers, Printing Services, Signmaking",Pittsburgh,PA,15241,5,3.5
RJEtBRLJmmji_QoqS6ysjg,Royal Conservatory of Music,273 Bloor Street W,,1,"Music Venues, Arts & Entertainment, Nightlife",Toronto,ON,M5S 1W2,3,4.5
Kx_ID8LImPOZaQ-75Fj8NQ,On The Path Yard Care,256 17 Avenue NE,"{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}",1,"Landscaping, Home Services, Home & Garden, Snow Removal, Shopping, Local Services, Gutter Services",Calgary,AB,T2E 1L8,3,5
v33d7h_Zw_I9ZSxvPdqtkw,Central Church - Henderson,1001 New Beginnings Dr,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '18:0-21:0', 'Saturday': '16:0-19:30', 'Sunday': '9:0-15:0'}",1,"Churches, Religious Organizations",Henderson,NV,89011,113,4
Vk-mhesVc-Lp_1eOcggSMg,Sunset Castle,650 W Sunset Rd,"{'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0'}",1,"Venues & Event Spaces, Wedding Chapels, Photographers, Event Planning & Services",Henderson,NV,89011,5,5
f2FfutZhb4F-m1Ob0EdYaw,China Palace,5440 Walnut St,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,"Asian Fusion, Caterers, Fast Food, Chinese, Restaurants, Vegetarian, Food Delivery Services, Event Planning & Services, Food",Pittsburgh,PA,15232,110,3
c0XiOTAsYAcsKAqxSVfDOw,Blondie & Co Salon,"3975 Cascades Blvd, Ste 3","{'Tuesday': '10:0-17:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '10:0-17:0', 'Saturday': '9:0-16:0'}",1,"Waxing, Blow Dry/Out Services, Hair Salons, Hair Stylists, Day Spas, Massage, Hair Removal, Beauty & Spas",Kent,OH,44240,3,5
wAoCkTlBPr0wDGByS3gDfQ,Mattress Firm South Euclid,13991 Cedar Rd,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}",1,"Home & Garden, Shopping, Mattresses, Furniture Stores",South Euclid,OH,44118,13,4.5
IuUgEL8Nu_Vbif057-659Q,Marshalls,3975 Cascades Blvd,"{'Monday': '9:30-21:30', 'Tuesday': '9:30-21:30', 'Wednesday': '9:30-21:30', 'Thursday': '9:30-21:30', 'Friday': '9:30-21:30', 'Saturday': '9:30-21:30', 'Sunday': '10:0-20:0'}",1,"Department Stores, Shopping, Fashion",Kent,OH,44240,5,2.5
tXMYTZc0lxLNpnU1lI5j0Q,Walgreens,13723 N Litchfield Rd,,1,"Shopping, Drugstores, Medical Supplies",Surprise,AZ,85379,5,4
y-4xTZNKVm8mAZpiXMS5ZA,"Lauren Byrne, MD","690 E Warner Rd, Bldg 5, Ironwood Urology","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",1,"Urologists, Doctors, Health & Medical",Gilbert,AZ,85296,9,2.5
fwp7nkCnn5jhHuIwJWfl5A,Fit Life 120,1495 S Higley Rd,"{'Monday': '5:15-20:0', 'Tuesday': '5:15-20:0', 'Wednesday': '5:15-20:0', 'Thursday': '5:15-20:0', 'Friday': '5:15-19:0', 'Saturday': '7:0-14:0'}",1,"Fitness & Instruction, Gyms, Health & Medical, Active Life, Weight Loss Centers, Trainers",Gilbert,AZ,85296,4,3
YIez_A3WOt9J2SXN7OMa2Q,Allwyn's Bakery,81 Underhill Drive,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '12:0-21:30'}",1,"Caribbean, Food, Bakeries, Restaurants",Toronto,ON,M3A 1K8,105,4
y0f3gSQGDMNJiCfTH4CsXA,Mattress Firm Carefree,34522 N Scottsdale Rd,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-18:0'}",1,"Shopping, Mattresses, Home & Garden, Furniture Stores",Scottsdale,AZ,85266,11,5
xuUzASHWjRJRFv6Ck5pO7g,Fornetti,"Richmond Adelaide Centre, 120 Adelaide St W","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0'}",0,"Food, Bakeries",Toronto,ON,M5H 3V1,3,3.5
coVhQD_EAnCof_a8sGM03g,Provence Bakery,5115 Spring Mountain Rd,,0,"Bakeries, Food",Las Vegas,NV,89146,8,2
